pozycja,imię,liczba,udział,jedna na
84,Diana,916,0.0016352616686452857,612
85,Elena,852,0.0015210075782595889,657
86,Dagmara,805,0.0014371022306325927,696
87,Rita,770,0.0013746195249529148,727
88,Olivia,769,0.0013728343047906383,728
89,Sandra,756,0.0013496264426810436,741
90,Inga,749,0.0013371299015451082,748
91,Roksana,741,0.0013228481402468959,756
92,Stefania,732,0.0013067811587864073,765
93,Lilia,720,0.0012853585168390892,778
94,Luiza,699,0.0012478688934312824,801
95,Agnieszka,686,0.0012246610313216878,817
96,Jadwiga,670,0.0011960975087252634,836
97,Jowita,633,0.0011300443627210327,885
98,Emma,632,0.001128259142558756,886
99,Karina,601,0.0010729173175281841,932
100,Monika,596,0.0010639912167168016,940
101,Nel,582,0.0010389981344449304,962
102,Elżbieta,580,0.0010354276941203775,966
103,Sofia,571,0.0010193607126598888,981
104,Lea,547,0.0009765154287652524,1024
105,Tola,543,0.0009693745481161464,1032
106,Janina,542,0.0009675893279538699,1033
107,Justyna,536,0.0009568780069802109,1045
108,Marlena,509,0.000908677062598745,1101
109,Natasza,504,0.0008997509617873625,1111
110,Julita,501,0.0008943953013005329,1118
111,Lara,479,0.0008551204577304496,1169
112,Jaśmina,477,0.0008515500174058966,1174
113,Adela,476,0.0008497647972436201,1177
114,Lila,472,0.000842623916594514,1187
115,Celina,467,0.0008336978157831315,1199
116,Alina,434,0.0007747855504280065,1291
117,Sonia,421,0.0007515776883184118,1331
118,Victoria,408,0.0007283698262088172,1373
119,Vanessa,391,0.0006980210834501164,1433
120,Krystyna,391,0.0006980210834501164,1433
121,Anita,388,0.000692665422963287,1444
122,Ewelina,383,0.0006837393221519044,1463
123,Julianna,365,0.0006516053592309271,1535
124,Izabella,364,0.0006498201390686506,1539
125,Felicja,361,0.0006444644785818211,1552
126,Noemi,338,0.0006034044148494613,1657
127,Konstancja,338,0.0006034044148494613,1657
128,Estera,330,0.0005891226535512492,1697
129,Judyta,322,0.0005748408922530372,1740
130,Otylia,319,0.0005694852317662076,1756
131,Nicola,304,0.0005427069293320599,1843
132,Faustyna,296,0.0005284251680338478,1892
133,Sabina,285,0.0005087877462488062,1965
134,Paula,280,0.0004998616454374235,2001
135,Mila,271,0.00048379466397693497,2067
136,Maya,264,0.00047129812284099935,2122
137,Livia,263,0.00046951290267872284,2130
138,Teresa,246,0.00043916415992002213,2277
139,Antonia,241,0.0004302380591086396,2324
140,Inka,231,0.00041238585748587444,2425
141,Sylwia,226,0.0004034597566744919,2479
142,Irena,225,0.0004016745365122154,2490
143,Lucyna,221,0.00039453365586310934,2535
144,Florentyna,219,0.00039096321553855627,2558
145,Gloria,211,0.0003766814542403442,2655
146,Ines,210,0.0003748962340780677,2667
147,Danuta,209,0.0003731110139157912,2680
148,Amanda,208,0.00037132579375351467,2693
149,Franciszka,206,0.00036775535342896165,2719
150,Oktawia,205,0.0003659701332666851,2732
151,Malina,198,0.0003534735921307495,2829
152,Milana,191,0.00034097705099481396,2933
153,Klementyna,190,0.0003391918308325374,2948
154,Viktoria,187,0.00033383617034570787,2995
155,Adriana,183,0.00032669528969660183,3061
156,Tamara,180,0.0003213396292097723,3112
157,Magda,179,0.0003195544090474958,3129
158,Edyta,173,0.0003088430880738367,3238
159,Ola,170,0.00030348742758700716,3295
160,Aneta,167,0.00029813176710017763,3354
161,Ariana,157,0.0002802795654774125,3568
162,Honorata,149,0.0002659978041792004,3759
163,Jessica,148,0.0002642125840169239,3785
164,Nicole,147,0.0002624273638546474,3811
165,Mira,147,0.0002624273638546474,3811
166,Angelika,140,0.0002499308227187118,4001
167,Aurora,140,0.0002499308227187118,4001
168,Kira,140,0.0002499308227187118,4001
169,Jana,139,0.00024814560255643527,4030
170,Stella,138,0.00024636038239415876,4059
171,Beata,136,0.00024278994206960574,4119
172,Alisa,135,0.00024100472190732923,4149
173,Sophie,133,0.00023743428158277618,4212
174,Larysa,133,0.00023743428158277618,4212
175,Józefina,132,0.00023564906142049967,4244
176,Emily,131,0.00023386384125822317,4276
177,Tatiana,128,0.00022850818077139364,4376
178,Miriam,128,0.00022850818077139364,4376
179,Sophia,127,0.00022672296060911713,4411
180,Marietta,123,0.00021958207996001106,4554
181,Roma,118,0.0002106559791486285,4747
182,Samanta,117,0.00020887075898635198,4788
183,Hana,115,0.00020530031866179896,4871
184,Dobrawa,115,0.00020530031866179896,4871
185,Cecylia,112,0.00019994465817496944,5001
186,Naomi,112,0.00019994465817496944,5001
187,Halina,111,0.00019815943801269293,5046
188,Olimpia,111,0.00019815943801269293,5046
189,Anastasia,110,0.0001963742178504164,5092
190,Idalia,110,0.0001963742178504164,5092
191,Zoe,109,0.00019458899768813988,5139
192,Inez,108,0.00019280377752586337,5187
193,Andżelika,106,0.00018923333720131035,5284
194,Marcela,103,0.00018387767671448083,5438
195,Wanessa,103,0.00018387767671448083,5438
196,Letycja,103,0.00018387767671448083,5438
197,Polina,102,0.0001820924565522043,5492
198,Marcjanna,101,0.00018030723638992778,5546
199,Melisa,98,0.00017495157590309825,5716
200,Irmina,95,0.0001695959154162687,5896
201,Jolanta,93,0.00016602547509171568,6023
202,Lilla,93,0.00016602547509171568,6023
203,Zlata,93,0.00016602547509171568,6023
204,Nastia,92,0.00016424025492943917,6089
205,Dalia,92,0.00016424025492943917,6089
206,Nelia,92,0.00016424025492943917,6089
207,Ilona,91,0.00016245503476716266,6156
208,Carmen,90,0.00016066981460488615,6224
209,Lily,89,0.00015888459444260964,6294
210,Marina,88,0.00015709937428033313,6365
211,Wioletta,87,0.0001553141541180566,6439
212,Lilly,84,0.00014995849363122707,6669
213,Eva,84,0.00014995849363122707,6669
214,Hiacynta,83,0.00014817327346895056,6749
215,Sofiia,81,0.00014460283314439754,6915
216,Luna,80,0.00014281761298212103,7002
217,Nella,79,0.0001410323928198445,7091
218,Iwona,75,0.00013389151217073846,7469
219,Laila,75,0.00013389151217073846,7469
220,Selena,74,0.00013210629200846195,7570
221,Melissa,73,0.00013032107184618544,7673
222,Lili,73,0.00013032107184618544,7673
223,Bogna,72,0.0001285358516839089,7780
224,Bianca,71,0.0001267506315216324,7890
225,Ina,70,0.0001249654113593559,8002
226,Gabriella,68,0.00012139497103480287,8238
227,Ksenia,68,0.00012139497103480287,8238
228,Bogumiła,68,0.00012139497103480287,8238
229,Hannah,67,0.00011960975087252636,8361
230,Abigail,66,0.00011782453071024984,8487
231,Leila,65,0.00011603931054797333,8618
232,Waleria,65,0.00011603931054797333,8618
233,Sofija,65,0.00011603931054797333,8618
234,Alexandra,64,0.00011425409038569682,8752
235,Lia,63,0.00011246887022342031,8891
236,Mirella,62,0.00011068365006114379,9035
237,Zoya,61,0.00010889842989886728,9183
238,Arina,61,0.00010889842989886728,9183
239,Daniela,60,0.00010711320973659077,9336
240,Nika,60,0.00010711320973659077,9336
241,Maryla,59,0.00010532798957431425,9494
242,Clara,58,0.00010354276941203774,9658
243,Anika,58,0.00010354276941203774,9658
244,Veronika,58,0.00010354276941203774,9658
245,Jasmina,58,0.00010354276941203774,9658
246,Halszka,57,0.00010175754924976123,9827
247,Greta,57,0.00010175754924976123,9827
248,Kaya,56,9.997232908748472e-05,10003
249,Sarah,56,9.997232908748472e-05,10003
250,Dobrosława,55,9.81871089252082e-05,10185
251,Nikol,55,9.81871089252082e-05,10185
252,Michelle,53,9.461666860065518e-05,10569
253,Adelina,53,9.461666860065518e-05,10569
254,Zuza,52,9.283144843837867e-05,10772
255,Berenika,51,9.104622827610215e-05,10983
256,Layla,51,9.104622827610215e-05,10983
257,Gaia,50,8.926100811382564e-05,11203
258,Eleonora,50,8.926100811382564e-05,11203
259,Nelly,49,8.747578795154913e-05,11432
260,Iza,49,8.747578795154913e-05,11432
261,Marzena,46,8.212012746471959e-05,12177
262,Alice,46,8.212012746471959e-05,12177
263,Oksana,45,8.033490730244308e-05,12448
264,Leyla,45,8.033490730244308e-05,12448
265,Isabella,44,7.854968714016657e-05,12731
266,Leonia,43,7.676446697789004e-05,13027
267,Flora,43,7.676446697789004e-05,13027
268,Zosia,43,7.676446697789004e-05,13027
269,Oriana,42,7.497924681561354e-05,13337
270,Arianna,42,7.497924681561354e-05,13337
271,Charlotte,42,7.497924681561354e-05,13337
272,Mirosława,42,7.497924681561354e-05,13337
273,Lukrecja,41,7.319402665333703e-05,13662
274,Majka,40,7.140880649106052e-05,14004
275,Noelia,40,7.140880649106052e-05,14004
276,Vivien,40,7.140880649106052e-05,14004
277,Katia,40,7.140880649106052e-05,14004
278,Nell,40,7.140880649106052e-05,14004
279,Dobromiła,40,7.140880649106052e-05,14004
280,Elwira,39,6.9623586328784e-05,14363
281,Bożena,38,6.783836616650748e-05,14741
282,Marita,38,6.783836616650748e-05,14741
283,Stanisława,38,6.783836616650748e-05,14741
284,Alicia,37,6.605314600423098e-05,15139
285,Renata,37,6.605314600423098e-05,15139
286,Ella,37,6.605314600423098e-05,15139
287,Arleta,36,6.426792584195445e-05,15560
288,Mija,36,6.426792584195445e-05,15560
289,Natalie,35,6.248270567967794e-05,16004
290,Angelina,35,6.248270567967794e-05,16004
291,Elizabeth,35,6.248270567967794e-05,16004
292,Nadzieja,34,6.0697485517401435e-05,16475
293,Pamela,34,6.0697485517401435e-05,16475
294,Wanesa,33,5.891226535512492e-05,16974
295,Kasandra,33,5.891226535512492e-05,16974
296,Ludmiła,33,5.891226535512492e-05,16974
297,Miłosława,33,5.891226535512492e-05,16974
298,Leokadia,33,5.891226535512492e-05,16974
299,Dobrochna,32,5.712704519284841e-05,17505
300,Anatola,32,5.712704519284841e-05,17505
301,Hania,32,5.712704519284841e-05,17505
302,Żaneta,31,5.5341825030571893e-05,18070
303,Elisa,30,5.3556604868295384e-05,18672
304,Chloe,30,5.3556604868295384e-05,18672
305,Mariia,30,5.3556604868295384e-05,18672
306,Ariadna,29,5.177138470601887e-05,19316
307,Karmen,29,5.177138470601887e-05,19316
308,Eliana,29,5.177138470601887e-05,19316
309,Kora,29,5.177138470601887e-05,19316
310,Aria,29,5.177138470601887e-05,19316
311,Lisa,29,5.177138470601887e-05,19316
312,Oleksandra,29,5.177138470601887e-05,19316
313,Ofelia,29,5.177138470601887e-05,19316
314,Linda,29,5.177138470601887e-05,19316
315,Mariola,28,4.998616454374236e-05,20006
316,Nicol,28,4.998616454374236e-05,20006
317,Lucy,28,4.998616454374236e-05,20006
318,Amina,28,4.998616454374236e-05,20006
319,Dagna,28,4.998616454374236e-05,20006
320,Janka,28,4.998616454374236e-05,20006
321,Jasmin,27,4.820094438146584e-05,20746
322,Kiara,27,4.820094438146584e-05,20746
323,Melanie,27,4.820094438146584e-05,20746
324,Ludwika,27,4.820094438146584e-05,20746
325,Balbina,27,4.820094438146584e-05,20746
326,Jasmine,26,4.6415724219189334e-05,21544
327,Matilda,25,4.463050405691282e-05,22406
328,Dżesika,25,4.463050405691282e-05,22406
329,Bella,25,4.463050405691282e-05,22406
330,Anastasiia,25,4.463050405691282e-05,22406
331,Lilli,25,4.463050405691282e-05,22406
332,Amira,25,4.463050405691282e-05,22406
333,Kateryna,25,4.463050405691282e-05,22406
334,Solomiia,25,4.463050405691282e-05,22406
335,Evelina,25,4.463050405691282e-05,22406
336,Olena,25,4.463050405691282e-05,22406
337,Sabrina,25,4.463050405691282e-05,22406
338,Varvara,25,4.463050405691282e-05,22406
339,Cataleya,24,4.284528389463631e-05,23340
340,Lorena,24,4.284528389463631e-05,23340
341,Astrid,24,4.284528389463631e-05,23340
342,Debora,24,4.284528389463631e-05,23340
343,Iliana,24,4.284528389463631e-05,23340
344,Kayla,24,4.284528389463631e-05,23340
345,Emiliia,24,4.284528389463631e-05,23340
346,Kataleja,23,4.106006373235979e-05,24355
347,Samira,23,4.106006373235979e-05,24355
348,Grażyna,23,4.106006373235979e-05,24355
349,Margarita,23,4.106006373235979e-05,24355
350,Valeria,23,4.106006373235979e-05,24355
351,Ana,23,4.106006373235979e-05,24355
352,Juliana,23,4.106006373235979e-05,24355
353,Adelajda,23,4.106006373235979e-05,24355
354,Erika,23,4.106006373235979e-05,24355
355,Gracja,23,4.106006373235979e-05,24355
356,Vivienne,22,3.9274843570083284e-05,25462
357,Celestyna,22,3.9274843570083284e-05,25462
358,Regina,22,3.9274843570083284e-05,25462
359,Manuela,22,3.9274843570083284e-05,25462
360,Valentina,22,3.9274843570083284e-05,25462
361,Veronica,22,3.9274843570083284e-05,25462
362,Roxana,21,3.748962340780677e-05,26674
363,Claudia,21,3.748962340780677e-05,26674
364,Larissa,21,3.748962340780677e-05,26674
365,Nastazja,21,3.748962340780677e-05,26674
366,Wioleta,21,3.748962340780677e-05,26674
367,Yasmin,21,3.748962340780677e-05,26674
368,Larisa,21,3.748962340780677e-05,26674
369,Alena,21,3.748962340780677e-05,26674
370,Wiwiana,20,3.570440324553026e-05,28008
371,Liza,20,3.570440324553026e-05,28008
372,Simona,20,3.570440324553026e-05,28008
373,Daryna,20,3.570440324553026e-05,28008
374,Melody,20,3.570440324553026e-05,28008
375,Mika,20,3.570440324553026e-05,28008
376,Nawojka,20,3.570440324553026e-05,28008
377,Anabella,20,3.570440324553026e-05,28008
378,Bernadeta,20,3.570440324553026e-05,28008
379,Kaia,19,3.391918308325374e-05,29482
380,Miranda,19,3.391918308325374e-05,29482
381,Marie,19,3.391918308325374e-05,29482
382,Aya,19,3.391918308325374e-05,29482
383,Zyta,19,3.391918308325374e-05,29482
384,Alia,19,3.391918308325374e-05,29482
385,Francesca,19,3.391918308325374e-05,29482
386,Marysia,19,3.391918308325374e-05,29482
387,Elizaveta,19,3.391918308325374e-05,29482
388,Ayla,19,3.391918308325374e-05,29482
389,Kamelia,19,3.391918308325374e-05,29482
390,Lina,19,3.391918308325374e-05,29482
391,Rose,19,3.391918308325374e-05,29482
392,Eryka,18,3.2133962920977226e-05,31120
393,Cornelia,18,3.2133962920977226e-05,31120
394,Martina,18,3.2133962920977226e-05,31120
395,Anatolia,18,3.2133962920977226e-05,31120
396,Mela,18,3.2133962920977226e-05,31120
397,Walentyna,18,3.2133962920977226e-05,31120
398,Sofie,17,3.0348742758700717e-05,32950
399,Elif,17,3.0348742758700717e-05,32950
400,Rosa,17,3.0348742758700717e-05,32950
401,Andrea,17,3.0348742758700717e-05,32950
402,Malika,17,3.0348742758700717e-05,32950
403,Rebeka,17,3.0348742758700717e-05,32950
404,Aisha,17,3.0348742758700717e-05,32950
405,Lija,17,3.0348742758700717e-05,32950
406,Luisa,17,3.0348742758700717e-05,32950
407,Salma,17,3.0348742758700717e-05,32950
408,Amy,17,3.0348742758700717e-05,32950
409,Brygida,17,3.0348742758700717e-05,32950
410,Dajana,17,3.0348742758700717e-05,32950
411,Jennifer,17,3.0348742758700717e-05,32950
412,Maryam,17,3.0348742758700717e-05,32950
413,Susanna,17,3.0348742758700717e-05,32950
414,Yeva,17,3.0348742758700717e-05,32950
415,Kesja,16,2.8563522596424205e-05,35010
416,Zara,16,2.8563522596424205e-05,35010
417,Amelie,16,2.8563522596424205e-05,35010
418,Arya,16,2.8563522596424205e-05,35010
419,Tosia,16,2.8563522596424205e-05,35010
420,Viktoriia,16,2.8563522596424205e-05,35010
421,Leah,16,2.8563522596424205e-05,35010
422,Megan,16,2.8563522596424205e-05,35010
423,Polianna,16,2.8563522596424205e-05,35010
424,Kristina,16,2.8563522596424205e-05,35010
425,Ismena,16,2.8563522596424205e-05,35010
426,Leia,16,2.8563522596424205e-05,35010
427,Emanuela,16,2.8563522596424205e-05,35010
428,Tulia,15,2.6778302434147692e-05,37344
429,Florencja,15,2.6778302434147692e-05,37344
430,Ivanka,15,2.6778302434147692e-05,37344
431,Maia,15,2.6778302434147692e-05,37344
432,Tina,15,2.6778302434147692e-05,37344
433,Elina,15,2.6778302434147692e-05,37344
434,Filomena,15,2.6778302434147692e-05,37344
435,Nikoletta,14,2.499308227187118e-05,40011
436,Fatima,14,2.499308227187118e-05,40011
437,Violetta,14,2.499308227187118e-05,40011
438,Leticia,14,2.499308227187118e-05,40011
439,Ligia,14,2.499308227187118e-05,40011
440,Ava,14,2.499308227187118e-05,40011
441,Blanca,14,2.499308227187118e-05,40011
442,Bogusława,14,2.499308227187118e-05,40011
443,Cyntia,14,2.499308227187118e-05,40011
444,Vera,14,2.499308227187118e-05,40011
445,Bronisława,14,2.499308227187118e-05,40011
446,Flawia,14,2.499308227187118e-05,40011
447,Yelyzaveta,14,2.499308227187118e-05,40011
448,Florianna,13,2.3207862109594667e-05,43089
449,Salomea,13,2.3207862109594667e-05,43089
450,Uliana,13,2.3207862109594667e-05,43089
451,Aida,13,2.3207862109594667e-05,43089
452,Chanel,13,2.3207862109594667e-05,43089
453,Miła,13,2.3207862109594667e-05,43089
454,Rosalia,13,2.3207862109594667e-05,43089
455,Cirilla,13,2.3207862109594667e-05,43089
456,Rachela,13,2.3207862109594667e-05,43089
457,Frida,13,2.3207862109594667e-05,43089
458,Solomija,13,2.3207862109594667e-05,43089
459,Yana,13,2.3207862109594667e-05,43089
460,Viviana,12,2.1422641947318154e-05,46680
461,Ariela,12,2.1422641947318154e-05,46680
462,Chiara,12,2.1422641947318154e-05,46680
463,Gracjana,12,2.1422641947318154e-05,46680
464,Latika,12,2.1422641947318154e-05,46680
465,Bernadetta,12,2.1422641947318154e-05,46680
466,Milla,12,2.1422641947318154e-05,46680
467,Maryna,12,2.1422641947318154e-05,46680
468,Sawa,12,2.1422641947318154e-05,46680
469,Warwara,12,2.1422641947318154e-05,46680
470,Emila,11,1.9637421785041642e-05,50923
471,Elisabeth,11,1.9637421785041642e-05,50923
472,Safiya,11,1.9637421785041642e-05,50923
473,Angela,11,1.9637421785041642e-05,50923
474,Michaela,11,1.9637421785041642e-05,50923
475,Scarlett,11,1.9637421785041642e-05,50923
476,Yasmina,11,1.9637421785041642e-05,50923
477,Emili,11,1.9637421785041642e-05,50923
478,Leonie,11,1.9637421785041642e-05,50923
479,Malena,11,1.9637421785041642e-05,50923
480,Molly,11,1.9637421785041642e-05,50923
481,Yasmine,11,1.9637421785041642e-05,50923
482,Zarina,11,1.9637421785041642e-05,50923
483,Ruta,11,1.9637421785041642e-05,50923
484,Arletta,11,1.9637421785041642e-05,50923
485,Darina,11,1.9637421785041642e-05,50923
486,Lana,11,1.9637421785041642e-05,50923
487,Lucja,11,1.9637421785041642e-05,50923
488,Wera,11,1.9637421785041642e-05,50923
489,Neli,11,1.9637421785041642e-05,50923
490,Miia,11,1.9637421785041642e-05,50923
491,Ingrid,10,1.785220162276513e-05,56015
492,Giulia,10,1.785220162276513e-05,56015
493,Jagienka,10,1.785220162276513e-05,56015
494,Mariam,10,1.785220162276513e-05,56015
495,Raisa,10,1.785220162276513e-05,56015
496,Samantha,10,1.785220162276513e-05,56015
497,Donata,10,1.785220162276513e-05,56015
498,Ellie,10,1.785220162276513e-05,56015
499,Freja,10,1.785220162276513e-05,56015
500,Ivy,10,1.785220162276513e-05,56015
501,Mirela,10,1.785220162276513e-05,56015
502,Pia,10,1.785220162276513e-05,56015
503,Rut,10,1.785220162276513e-05,56015
504,Wiera,10,1.785220162276513e-05,56015
505,Amalia,10,1.785220162276513e-05,56015
506,Carla,10,1.785220162276513e-05,56015
507,Iris,10,1.785220162276513e-05,56015
508,Miya,10,1.785220162276513e-05,56015
509,Solomia,10,1.785220162276513e-05,56015
510,Zlatoslava,10,1.785220162276513e-05,56015
511,Freya,10,1.785220162276513e-05,56015
512,Chloé,10,1.785220162276513e-05,56015
513,Miroslava,10,1.785220162276513e-05,56015
514,Marieta,9,1.6066981460488613e-05,62239
515,Petra,9,1.6066981460488613e-05,62239
516,Aldona,9,1.6066981460488613e-05,62239
517,Isabel,9,1.6066981460488613e-05,62239
518,Margaryta,9,1.6066981460488613e-05,62239
519,Poliana,9,1.6066981460488613e-05,62239
520,Valeriia,9,1.6066981460488613e-05,62239
521,Aisza,9,1.6066981460488613e-05,62239
522,Anabel,9,1.6066981460488613e-05,62239
523,Helen,9,1.6066981460488613e-05,62239
524,Karla,9,1.6066981460488613e-05,62239
525,Léa,9,1.6066981460488613e-05,62239
526,Karen,9,1.6066981460488613e-05,62239
527,Alma,9,1.6066981460488613e-05,62239
528,Oliviia,9,1.6066981460488613e-05,62239
529,Heidi,8,1.4281761298212102e-05,70019
530,Ellen,8,1.4281761298212102e-05,70019
531,Aliya,8,1.4281761298212102e-05,70019
532,Bao Anh,8,1.4281761298212102e-05,70019
533,Natasha,8,1.4281761298212102e-05,70019
534,Nelli,8,1.4281761298212102e-05,70019
535,Susanne,8,1.4281761298212102e-05,70019
536,Adel,8,1.4281761298212102e-05,70019
537,Alisha,8,1.4281761298212102e-05,70019
538,Aylin,8,1.4281761298212102e-05,70019
539,Bogdana,8,1.4281761298212102e-05,70019
540,Grace,8,1.4281761298212102e-05,70019
541,Kamilla,8,1.4281761298212102e-05,70019
542,Marisa,8,1.4281761298212102e-05,70019
543,Vivian,8,1.4281761298212102e-05,70019
544,Alexia,8,1.4281761298212102e-05,70019
545,Alita,8,1.4281761298212102e-05,70019
546,Carolina,8,1.4281761298212102e-05,70019
547,Jewa,8,1.4281761298212102e-05,70019
548,Lejla,8,1.4281761298212102e-05,70019
549,Lucia,8,1.4281761298212102e-05,70019
550,Marija,8,1.4281761298212102e-05,70019
551,Selina,8,1.4281761298212102e-05,70019
552,Teodozja,8,1.4281761298212102e-05,70019
553,Thea,8,1.4281761298212102e-05,70019
554,Żaklina,8,1.4281761298212102e-05,70019
555,Ulyana,8,1.4281761298212102e-05,70019
556,Radochna,8,1.4281761298212102e-05,70019
557,Tekla,8,1.4281761298212102e-05,70019
558,Mikaela,8,1.4281761298212102e-05,70019
559,Afina,8,1.4281761298212102e-05,70019
560,Ela,7,1.249654113593559e-05,80022
561,Alana,7,1.249654113593559e-05,80022
562,Eleanor,7,1.249654113593559e-05,80022
563,Liana,7,1.249654113593559e-05,80022
564,Zoey,7,1.249654113593559e-05,80022
565,Amber,7,1.249654113593559e-05,80022
566,Annabelle,7,1.249654113593559e-05,80022
567,India,7,1.249654113593559e-05,80022
568,Isla,7,1.249654113593559e-05,80022
569,Katrina,7,1.249654113593559e-05,80022
570,Nikolina,7,1.249654113593559e-05,80022
571,Alessia,7,1.249654113593559e-05,80022
572,Eleni,7,1.249654113593559e-05,80022
573,Erin,7,1.249654113593559e-05,80022
574,Eulalia,7,1.249654113593559e-05,80022
575,Irina,7,1.249654113593559e-05,80022
576,Suzanna,7,1.249654113593559e-05,80022
577,Vira,7,1.249654113593559e-05,80022
578,Mary,7,1.249654113593559e-05,80022
579,Żywia,7,1.249654113593559e-05,80022
580,Eunika,7,1.249654113593559e-05,80022
581,Noa,7,1.249654113593559e-05,80022
582,Anastasiya,7,1.249654113593559e-05,80022
583,Anastasija,7,1.249654113593559e-05,80022
584,Lilit,7,1.249654113593559e-05,80022
585,Miłka,7,1.249654113593559e-05,80022
586,Katerina,7,1.249654113593559e-05,80022
587,Ula,7,1.249654113593559e-05,80022
588,Anaya,7,1.249654113593559e-05,80022
589,Mariana,6,1.0711320973659077e-05,93359
590,Dina,6,1.0711320973659077e-05,93359
591,Elise,6,1.0711320973659077e-05,93359
592,Esmeralda,6,1.0711320973659077e-05,93359
593,Fabiola,6,1.0711320973659077e-05,93359
594,Léna,6,1.0711320973659077e-05,93359
595,Magnolia,6,1.0711320973659077e-05,93359
596,Nataliia,6,1.0711320973659077e-05,93359
597,Pelagia,6,1.0711320973659077e-05,93359
598,Rosalie,6,1.0711320973659077e-05,93359
599,Ruby,6,1.0711320973659077e-05,93359
600,Xenia,6,1.0711320973659077e-05,93359
601,Anabell,6,1.0711320973659077e-05,93359
602,Dana,6,1.0711320973659077e-05,93359
603,Elizabet,6,1.0711320973659077e-05,93359
604,Gabi,6,1.0711320973659077e-05,93359
605,Ivanna,6,1.0711320973659077e-05,93359
606,Kleopatra,6,1.0711320973659077e-05,93359
607,Madlen,6,1.0711320973659077e-05,93359
608,Ramona,6,1.0711320973659077e-05,93359
609,Susan,6,1.0711320973659077e-05,93359
610,Vanesa,6,1.0711320973659077e-05,93359
611,Rosie,6,1.0711320973659077e-05,93359
612,Nadine,6,1.0711320973659077e-05,93359
613,Jessika,6,1.0711320973659077e-05,93359
614,Naira,6,1.0711320973659077e-05,93359
